Crypto,source,author,title,description,url,urlToImage,publishedAt,content
Bitcoin,"{'id': None, 'name': 'Blogspot.com'}",noreply@blogger.com (Unknown),"Russian c.bank proposes banning cryptocurrencies, crypto mining","<table><tr><td></td></tr><tr><td>Representations of virtual cryptocurrencies are seen in this illustration taken November 28, 2021. REUTERS/Dado Ruvic/Illustration/File Photo</td></tr>
</table>Russia's central bank on Thursday proposed banning the use and mi…",https://techncruncher.blogspot.com/2022/01/russian-cbank-proposes-banning.html,https://blogger.googleusercontent.com/img/a/AVvXsEh8Ab2fniYX1LMiTt-SPNcljyB-NxzIH1dlQTxEvcspfJZA-dwAY1rGM3kB4TV9RsJFUZg-x_0n7tfSr8j-WBwrBpsKE543Zdyd75jKXHVcGwSjeuqaueLN4BpkzkxjM3ik7yYdc9yCr_qRRy32QlvV9DtvFZefdtdqiYPTvpZHgVUVFKfbADao2NjVIQ=w1200-h630-p-k-no-nu,2022-01-20T12:56:00Z,"Russia's central bank on Thursday proposed banning the use and mining of cryptocurrencies on Russian territory, citing threats to financial stability, citizens' wellbeing and its monetary policy sove… [+2149 chars]"
Bitcoin,"{'id': 'bbc-news', 'name': 'BBC News'}",https://www.facebook.com/bbcnews,IMF urges El Salvador to remove Bitcoin as legal tender,Officials say the decision poses risks to financial stability and consumer protection in the country.,https://www.bbc.co.uk/news/world-latin-america-60135552,https://ichef.bbci.co.uk/news/1024/branded_news/5D55/production/_118839832_bitcoinstorereuters.jpg,2022-01-26T04:54:14Z,"Image caption, Bitcoin is accepted everywhere for goods and services in El Salvador, alongside the US dollar
The International Monetary Fund (IMF) has urged El Salvador to reverse its decision to ma… [+1846 chars]"
Bitcoin,"{'id': None, 'name': 'Blogspot.com'}",noreply@blogger.com (Unknown),Crypto CEO becomes one of the world's richest billionaires,"<table><tr><td></td></tr><tr><td>""Zhao Changpeng has become the world's biggest cryptocurrency billionaire(Image: Bloomberg via Getty Images)</td></tr>
</table>A cryptocurrency CEO has become one of the richest people on the planet.Changpeng ""CZ"" Zhao, who m…",https://techncruncher.blogspot.com/2022/01/crypto-ceo-becomes-one-of-worlds.html,https://blogger.googleusercontent.com/img/a/AVvXsEj978sCv3gLJg0vBKUzMeJLfis0RTv9EXx5SBp1dBHmTSW5zI946qp2JBTkwo-IFL5ZNv2OQRdVr1Y7qR__vDrWKrS1TUMgRVxmAoHhDXfO4R5FII7PwGwWUvzIjR9wlfuZQIKBl-lprQH3Qmpw1DZQSJED9v3GGMsDJcaxBCkpPDtCBuKi15my8tFvLA=w1200-h630-p-k-no-nu,2022-01-11T12:29:00Z,"A cryptocurrency CEO has become one of the richest people on the planet.Changpeng ""CZ"" Zhao, who manages the Binance cryptocurrency exchange, has joined the ranks of the world's top billionaires, wit… [+3566 chars]"
Bitcoin,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,U.S. SEC rejects Fidelity's Wise Origin spot bitcoin ETF - Reuters.com,The U.S. Securities and Exchange Commission on Thursday rejected a proposal to offer spot bitcoin exchange-traded funds (ETF) from Fidelity's Wise Origin Bitcoin Trust.,https://www.reuters.com/article/crypto-currency-sec-etf-idUSL4N2U62Z0,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2022-01-27T15:19:00Z,"By Reuters Staff
Jan 26 (Reuters) - The U.S. Securities and Exchange Commission on Thursday rejected a proposal to offer spot bitcoin exchange-traded funds (ETF) from Fidelitys Wise Origin Bitcoin T… [+202 chars]"
Bitcoin,"{'id': 'business-insider', 'name': 'Business Insider'}",hmalik@insider.com (Hamza Fareed Malik),Jack Dorsey says Block is building a bitcoin mining system so that anyone can easily buy a rig,"Block is officially building a bitcoin mining system to make mining bitcoin ""more distributed and efficient.""",https://markets.businessinsider.com/news/currencies/block-bitcoin-mining-jack-dorsey-rig-crypto-open-anyone-buy-2022-1,https://images2.markets.businessinsider.com/61e16983c5e27c00185b8d80?format=jpeg,2022-01-14T12:34:09Z,"Jack Dorsey onstage at a bitcoin convention in June.Joe Raedle/Getty Images
Block is going ahead with building a bitcoin mining system that will be open to individuals and businesses worldwide, its … [+2459 chars]"
Bitcoin,"{'id': None, 'name': 'Gizmodo.com'}",Shoshana Wodinsky,"Crypto Dev Says He’s Spending $500,000 on a Statue of Elon Musk’s Head on a Goat’s Body","Between Bitcoin-themed superspreader events and cringey branded NFT’s, those within the crypto community have set a high bar for devising the worst ways to hawk their currency of choice. But this week, the creators of an Elon Musk-themed cryptocurrency dubbed…",https://gizmodo.com/crypto-dev-says-he-s-spending-500-000-on-a-statue-of-e-1848321336,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/747f9809de270cde233f59fd229fd8c4.png",2022-01-07T19:30:00Z,"Between Bitcoin-themed superspreader events and cringey branded NFTs, those within the crypto community have set a high bar for devising the worst ways to hawk their currency of choice. But this week… [+3034 chars]"
Bitcoin,"{'id': 'engadget', 'name': 'Engadget'}",Igor Bonifacic,Robinhood opens cryptocurrency wallet to beta testers,"Back in September
, Robinhood announced plans to test a cryptocurrency wallet within its app. At the time, the company said it would open the beta to a small number of people before expanding availability ahead of a full-scale release. If you joined the wait…",https://www.engadget.com/robinhood-cryptocurrency-wallet-beta-225721593.html,https://s.yimg.com/os/creatr-uploaded-images/2021-09/5035fef0-1bd6-11ec-b7e5-a610838e0b98,2022-01-21T22:57:21Z,"Back in September
, Robinhood announced plans to test a cryptocurrency wallet within its app. At the time, the company said it would open the beta to a small number of people before expanding availa… [+1069 chars]"
Bitcoin,"{'id': None, 'name': 'Gizmodo.com'}",Matt Novak,Crypto.com Finally Acknowledges $34 Million Stolen by Hackers,"Trading platform Crypto.com lost about $34 million worth of cryptocurrency in a hack on Monday, according to a new blog post by the company published overnight. The company had previously declined to say much about the hack, which forced users to stop withdra…",https://gizmodo.com/crypto-com-finally-acknowledges-34-million-stolen-by-h-1848389819,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/3c7e7ff30b167a88b03f3ef59220cd22.jpg",2022-01-20T12:00:00Z,"Trading platform Crypto.com lost about $34 million worth of cryptocurrency in a hack on Monday, according to a new blog post by the company published overnight. The company had previously declined to… [+2933 chars]"
Bitcoin,"{'id': None, 'name': 'Gizmodo.com'}",Mack DeGeurin,EU Regulator Wants to Ban Proof of Work Crypto Mining to Avoid Climate Disaster,"One of the European Union’s top regulators has a new proposal for reducing cryptocurrency’s carbon footprint: ban proof of work mining. The proposed prohibition, suggested by European Securities and Markets Authority Vice Chair Erik Thedéen during a Financial…",https://gizmodo.com/european-union-regulator-proof-of-work-bitcoin-ethereum-1848384679,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/e347ce1038984213dcf95a7a9142c961.jpg",2022-01-19T17:55:00Z,"One of the European Unions top regulators has a new proposal for reducing cryptocurrencys carbon footprint: ban proof of work mining. The proposed prohibition, suggested by European Securities and Ma… [+3602 chars]"
Bitcoin,"{'id': 'reuters', 'name': 'Reuters'}",,CRYPTOVERSE-Bitcoin squeezes smaller rivals to its crown - Reuters,Bitcoin is beginning to reassert its dominance over challengers to its cryptocurrency crown.,https://www.reuters.com/markets/europe/cryptoverse-bitcoin-squeezes-smaller-rivals-its-crown-2022-02-01/,https://www.reuters.com/resizer/trzf0WaGaNyLC7bG_gRXhD2h0Ag=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/SLSYKLM3IJPZNNH5EMCYLZA2F4.jpg,2022-02-01T06:00:00Z,"Feb 1 (Reuters) - Bitcoin is beginning to reassert its dominance over challengers to its cryptocurrency crown.
The original digital coin was assailed by thousands of new ""altcoin"" competitors in 202… [+3972 chars]"
Ethereum,"{'id': 'the-verge', 'name': 'The Verge'}",Corin Faife,Crypto.com admits over $30 million stolen by hackers,Cryptocurrency exchange Crypto.com has said that $15 million in ethereum and $18 million in bitcoin were stolen by hackers in a security breach,https://www.theverge.com/2022/1/20/22892958/crypto-com-exchange-hack-bitcoin-ethereum-security,https://cdn.vox-cdn.com/thumbor/mde_l3lUC4muDPEFG7LYrUz0O3g=/0x146:2040x1214/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/8921023/acastro_bitcoin_2.jpg,2022-01-20T13:23:31Z,"In a new blog post the company said that 4,836 ETH and 443 bitcoin were taken
Illustration by Alex Castro / The Verge
In a blog post published in the early hours of Thursday morning, cryptocurrency… [+2004 chars]"
Ethereum,"{'id': None, 'name': 'Gizmodo.com'}",Matt Novak,Hackers Launder $15 Million Stolen From Crypto.com Using Ethereum 'Mixer',"Hackers who made off with roughly $15 million in ethereum from Crypto.com are attempting to launder the funds through a so-called ethereum “mixer,” known as Tornado Cash, according to a new report from crypto security company Peck Shield. Mixers run interfere…",https://gizmodo.com/hackers-launder-15-million-stolen-from-crypto-com-usin-1848382047,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/095412f6643caa78a11e6be71bceceb4.jpg",2022-01-19T12:00:00Z,"Hackers who made off with roughly $15 million in ethereum from Crypto.com are attempting to launder the funds through a so-called ethereum mixer, known as Tornado Cash, according to a new report from… [+3891 chars]"
Ethereum,"{'id': None, 'name': 'New York Times'}","Dana Rubinstein, Jonah E. Bromwich and Jeffery C. Mays",Eric Adams Is Taking His First Paycheck in Crypto,"Mr. Adams, who wants New York City to become the global capital for cryptocurrency, will have his paycheck converted into Bitcoin and Ethereum.",https://www.nytimes.com/2022/01/20/nyregion/eric-adams-bitcoin-cryptocurrency.html,https://static01.nyt.com/images/2022/01/20/nyregion/20adams-crypto01/20adams-crypto01-facebookJumbo.jpg,2022-01-20T19:54:48Z,"On some level, the new mayor is simply employing an age-old political strategy: making overtures to the business community. Fintech is a growing field in New York City, and blockchain-based companies… [+1562 chars]"
Ethereum,"{'id': 'engadget', 'name': 'Engadget'}",Igor Bonifacic,Robinhood opens cryptocurrency wallet to beta testers,"Back in September
, Robinhood announced plans to test a cryptocurrency wallet within its app. At the time, the company said it would open the beta to a small number of people before expanding availability ahead of a full-scale release. If you joined the wait…",https://www.engadget.com/robinhood-cryptocurrency-wallet-beta-225721593.html,https://s.yimg.com/os/creatr-uploaded-images/2021-09/5035fef0-1bd6-11ec-b7e5-a610838e0b98,2022-01-21T22:57:21Z,"Back in September
, Robinhood announced plans to test a cryptocurrency wallet within its app. At the time, the company said it would open the beta to a small number of people before expanding availa… [+1069 chars]"
Ethereum,"{'id': None, 'name': 'Gizmodo.com'}",Matt Novak,Crypto.com Finally Acknowledges $34 Million Stolen by Hackers,"Trading platform Crypto.com lost about $34 million worth of cryptocurrency in a hack on Monday, according to a new blog post by the company published overnight. The company had previously declined to say much about the hack, which forced users to stop withdra…",https://gizmodo.com/crypto-com-finally-acknowledges-34-million-stolen-by-h-1848389819,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/3c7e7ff30b167a88b03f3ef59220cd22.jpg",2022-01-20T12:00:00Z,"Trading platform Crypto.com lost about $34 million worth of cryptocurrency in a hack on Monday, according to a new blog post by the company published overnight. The company had previously declined to… [+2933 chars]"
Ethereum,"{'id': None, 'name': 'Slashdot.org'}",msmash,LooksRare Has Reportedly Generated $8B in Ethereum NFT Wash Trading,"LooksRare seemingly came out of nowhere to become the biggest rival yet to leading NFT marketplace OpenSea earlier this month, but there's a big asterisk on the astronomical trading figures coming out of the platform. From a report: It's marred by rampant was…",https://slashdot.org/story/22/01/31/1533225/looksrare-has-reportedly-generated-8b-in-ethereum-nft-wash-trading,https://a.fsdn.com/sd/topics/business_64.png,2022-01-31T15:33:00Z,"The means-and-ends moralists, or non-doers, always end up on their ends
without any means.
-- Saul Alinsky"
Ethereum,"{'id': 'business-insider', 'name': 'Business Insider'}",insider@insider.com (Carter Kilmann),How to mine Ethereum: A step-by-step guide,Ethereum mining is a lot more accessible now — here's everything to know about how to mine ether.,https://www.businessinsider.com/personal-finance/how-to-mine-ethereum,https://i.insider.com/61d7130f95f1b9001837813d?width=1200&format=jpeg,2022-01-18T21:40:58Z,"Ethereum is a digital platform that runs on blockchain technology. It's most commonly known for its smart contract functionality and native cryptocurrency, ether. The broader purpose of the Ethereum … [+10591 chars]"
Ethereum,"{'id': None, 'name': 'StockNews.com'}",Dipanjan Banchur,2 Meme Stocks That Beat Ethereum in 2021,"Investors’ interest and growing cryptocurrency uptake helped Ethereum surge 418% in 2021. However, meme stocks AMC Entertainment (AMC) and GameStop (GME) beat Ethereum’s returns, soaring more than 650% in price...",https://stocknews.com/news/amc-gme-2-meme-stocks-that-beat-ethereum-in-2021/,https://assets.entrepreneur.com/providers/stocknews/hero-image-stocknews-412575.jpeg,2022-01-11T15:59:28Z,"Investors interest and growing cryptocurrency uptake helped Ethereum surge 418% in 2021. However, meme stocks AMC Entertainment (AMC) and GameStop (GME) beat Ethereums returns, soaring more than 650%… [+3683 chars]"
Ethereum,"{'id': 'the-next-web', 'name': 'The Next Web'}",Thomas Macaulay,Ethereum inventor wants to replace pregnant women with synthetic wombs,"Crypto bros never tire of sharing their utopian visions, but their big brain ideas aren’t always embraced by the proles. Vitalik Buterin, the co-founder and inventor of Ethereum, has become the latest victim of this insolence. The 27-year-old had pitched a bo…",https://thenextweb.com/news/ethereum-founder-vitalik-buterin-wants-synthetic-wombs,https://img-cdn.tnwcdn.com/image/hardfork?filter_last=1&fit=1280%2C640&url=https%3A%2F%2Fcdn0.tnwcdn.com%2Fwp-content%2Fblogs.dir%2F1%2Ffiles%2F2022%2F01%2FUntitled-design-2-4.jpg&signature=8b0bf04a88388b1e5a9859dfd538d68a,2022-01-20T20:11:43Z,"Crypto bros never tire of sharing their utopian visions, but their big brain ideas arent always embraced by the proles.
Vitalik Buterin, the co-founder and inventor of Ethereum, has become the lates… [+1727 chars]"
Ethereum,"{'id': None, 'name': 'Entrepreneur'}",Emily Rella,"Crypto Exchange Shuts Down Withdrawals After Hackers Reportedly Steal $33 Million in Bitcoin, Ethereum",Crypto.com issued a statement after multiple users reported suspicious activity on their accounts.,https://www.entrepreneur.com/article/413938,https://assets.entrepreneur.com/content/3x2/2000/1642609239-GettyImages-1191008946.jpg,2022-01-19T16:20:48Z,"The crypto market's whiplash volatility can make investing in certain coins feel like a major gamble, especially to those less familiar with the ins and outs of digital wallets and blockchain technol… [+1986 chars]"
Ethereum,"{'id': None, 'name': 'The Economist'}",The Economist,The race to dominate the DeFi ecosystem is on,Why Ethereum is losing market share,https://www.economist.com/finance-and-economics/2022/01/22/the-race-to-dominate-the-defi-ecosystem-is-on,https://www.economist.com/img/b/1280/720/90/sites/default/files/images/print-edition/20220122_FND001_0.jpg,2022-01-20T11:54:38Z,"TO BELIEVERS, OPEN, public blockchains provide a second chance at building a digital economy. The fact that the applications built on top of such blockchains all work with each other, and that the in… [+6735 chars]"
Ethereum,"{'id': None, 'name': 'The Economist'}",The Economist,The race to power the DeFi ecosystem is on,Why Ethereum is losing market share,https://www.economist.com/finance-and-economics/the-race-to-power-the-defi-ecosystem-is-on/21807229,https://www.economist.com/img/b/1280/720/90/sites/default/files/images/2022/01/articles/main/20220122_fnd001.jpg,2022-01-16T00:00:00Z,"TO BELIEVERS, OPEN, public blockchains provide a second chance at building a digital economy. The fact that the applications built on top of such blockchains all work with each other, and that the in… [+6577 chars]"
Ethereum,"{'id': None, 'name': 'CNET'}",Steven Musil,Blockchain platform Wormhole says it's retrieved the $324M stolen by hackers - CNET,Developers behind the popular blockchain bridge says services back up too.,https://www.cnet.com/personal-finance/crypto/blockchain-platform-wormhole-says-its-retrieved-the-324m-stolen-by-hackers/,https://www.cnet.com/a/img/EmZwZ3SriHUmfsfozP7kAv4d4PY=/1200x630/2022/02/03/c1ba1964-e7c2-44cd-a912-41fdc18e3866/gettyimages-1232534041.jpg,2022-02-03T14:32:00Z,"Online thieves made off with ""wrapped ethereum"" worth nearly $324 million.
Getty Images
Hackers stole more than $324 million in cryptocurrency from Wormhole, the developers behind the popular block… [+1664 chars]"
Ethereum,"{'id': None, 'name': 'CNET'}",Steven Musil,Hacker steals over $320M from blockchain platform Wormhole - CNET,"Developers behind the popular blockchain bridge offer the hacker a $10 million ""bug bounty"" for info about the exploit and return of the stolen cryptocurrency.",https://www.cnet.com/personal-finance/crypto/hacker-steals-over-320m-from-blockchain-platform-wormhole/,https://www.cnet.com/a/img/EmZwZ3SriHUmfsfozP7kAv4d4PY=/1200x630/2022/02/03/c1ba1964-e7c2-44cd-a912-41fdc18e3866/gettyimages-1232534041.jpg,2022-02-03T03:15:00Z,"Online thieves made off with 120,000 wEth, or wrapped Ethereum, worth nearly $324 million.
Getty Images
Hackers have stolen more than $324 million in cryptocurrency from Wormhole, the developers be… [+1553 chars]"
Ethereum,"{'id': 'engadget', 'name': 'Engadget'}",Mariella Moon,Crypto.com loses $34 million in hack that affected 483 accounts,"In an interview with Bloomberg TV, Crypto.com's Chief Executive Kris Marszalek has admitted that 400 customer accounts were compromised by hackers. He said his team detected unauthorized transactions made from the accounts, but that they'd fixed the issue imm…",https://www.engadget.com/cryptocom-loses-34-million-hack-110519248.html,https://s.yimg.com/os/creatr-uploaded-images/2021-05/58d89ba0-ac94-11eb-97ff-061055b60fc4,2022-01-20T11:05:19Z,"In an interview with Bloomberg TV, Crypto.com's Chief Executive Kris Marszalek has admitted that 400 customer accounts were compromised by hackers. He said his team detected unauthorized transactions… [+2811 chars]"
Ethereum,"{'id': 'wired', 'name': 'Wired'}",Gian M. Volpicelli,Gibraltar Could Launch the World’s First Crypto Stock Exchange,“The Rock” hopes a new stock exchange will attract crypto millionaires who want to avoid hefty taxes.,https://www.wired.com/story/gibraltar-crypto-exchange/,"https://media.wired.com/photos/61f0b4bf03f9ae99229f47d4/191:100/w_1280,c_limit/Business_Gibraltar-1208348908.jpg",2022-01-26T12:00:00Z,"British entrepreneur and financier Richard ODell Poulden hopes that his new venture will relieve the plight of an underserved cohort: Bitcoin billionaires who want to buy a house.
In October, Poulde… [+3364 chars]"
Ethereum,"{'id': 'reuters', 'name': 'Reuters'}",,Bitcoin surges 8.82% to $40611 - Reuters,"Bitcoin surged 8.82% to $40,611.4 at 2202 GMT on Friday, adding $3,291.29 to its previous close.",https://www.reuters.com/technology/bitcoin-surges-882-40611-2022-02-04/,https://www.reuters.com/resizer/iF8DKAnETeNHBq1q1qRRQFe4oZo=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/5KHWYF53XBNEFLDIU4B47BZYQE.jpg,2022-02-04T22:27:00Z,"Feb 4 (Reuters) - Bitcoin surged 8.82% to $40,611.4 at 2202 GMT on Friday, adding $3,291.29 to its previous close.
Bitcoin, the world's biggest and best-known cryptocurrency, is up 23.2% from the ye… [+321 chars]"
Ethereum,"{'id': 'time', 'name': 'Time'}",Andrew R. Chow,How Blockchain Could Solve the Problem of Digital Identity,"When Vitalik Buterin, the founder of Ethereum, has been asked lately about his favorite projects being built on the blockchain, he often names Proof of Humanity.",https://time.com/6142810/proof-of-humanity/,https://api.time.com/wp-content/uploads/2022/01/IMG_3792.jpeg?quality=85&crop=0px%2C273px%2C1125px%2C588px&resize=1200%2C628&strip,2022-01-27T09:39:28Z,"A version of this article was published in TIME’s newsletter Into the Metaverse. Subscribe for a weekly guide to the future of the Internet.You can find past issues of the newsletter here.
When Vita… [+9697 chars]"
